surname,strength,surname_clean,surname_eng
मोईं,2,मोईं,Moin
मोईज,1,मोईज,Moiz
मोईन,8,मोईन,Moin
मोईनुद्दीन,1,मोईनुद्दीन,Moinuddin
मोईम,1,मोईम,Moeem
मोई्ज़ा,1,मोई्ज़ा,Moiza
मोकादर,1,मोकादर,Mokadar
मोकिज,1,मोकिज,Mokij
मोकितन,1,मोकितन,Mokitan
मोकिम,7,मोकिम,Mokim
मोकीन,1,मोकीन,Mokin
मोकीम,7,मोकीम,Mokim
मोकीव,1,मोकीव,Mokiv
मोखतार,11,मोखतार,Mokhtar
मोखोँ,1,मोखोँ,Mokhon
मोख्तार,14,मोख्तार,Mokhtar
मोचि,1,मोचि,Mochi
मोची,826,मोची,Mochi
मोजजिर,1,मोजजिर,Mozzir
मोजफफर,1,मोजफफर,Mozafafer
मोजफर,1,मोजफर,Mojfar
मोजफ्फर,3,मोजफ्फर,Mozaffer
मोजमिन,1,मोजमिन,Mozmin
मोज़फ्फर,1,मोज़फ्फर,Mozeffer
मोजासिम,2,मोजासिम,Mojasim
मोजासीम,1,मोजासीम,Mojasim
मोजाहिद,5,मोजाहिद,Mozahid
मोजाहिर,1,मोजाहिर,Mozahir
मोजाहीद,2,मोजाहीद,Mozaheed
मोजाहीर,2,मोजाहीर,Mozaheer
मोजिद,1,मोजिद,Mojid
मोजिबी,2,मोजिबी,Mojibi
मोजिवी,1,मोजिवी,Mojivi
मोजीब,6,मोजीब,Mojib
मोजील,1,मोजील,Mozil
मोज्फ्फर,1,मोज्फ्फर,Mojffer
मोझ,1,मोझ,Mojh
मोझी,1,मोझी,Mozi
मोझ्ञी,1,मोझ्ञी,Moghni
मोझ्ी,1,मोझ्ी,Mozi
मोदासिर,1,मोदासिर,Modasir
मोदी,105,मोदी,Modi
मोनजीर,1,मोनजीर,Monjir
मोनाजिर,13,मोनाजिर,Monajir
मोनाजीर,6,मोनाजीर,Monazir
मोनी,1,मोनी,Monie
मोफिज,4,मोफिज,Mophiz
मोफिद,6,मोफिद,Mofid
मोफिया,1,मोफिया,Mofia
मोफीज,2,मोफीज,Mofiz
मोफीद,1,मोफीद,Mofid
मोबदीन,1,मोबदीन,Mobdin
मोबराक,1,मोबराक,Mobrak
मोबारक,2,मोबारक,Mobarak
मोबिन,9,मोबिन,Mobin
मोबीन,6,मोबीन,Mobin
मोमी,1,मोमी,Momi
मोयज्जम,1,मोयज्जम,Moyzzam
मोया,1,मोया,Moya
मोरजाफर,1,मोरजाफर,Morjafer
मोरताब,1,मोरताब,Mortab
मोर्य,1,मोर्य,Morya
मोली,1,मोली,Moli
मोवारक,1,मोवारक,Movarak
मोविन,1,मोविन,Movin
मोवीन,2,मोवीन,Movin
मोश्री,1,मोश्री,Moshri
मोसरफ,1,मोसरफ,Mosraf
मोसाहब,1,मोसाहब,Mosahab
मोसाहैब,1,मोसाहैब,Mosahaib
मोसिम,5,मोसिम,Mosim
मोसीम,2,मोसीम,Mosim
मोसैम,1,मोसैम,Mossam
मोस्तकीम,1,मोस्तकीम,Mostkeem
मोस्तार,1,मोस्तार,Mostar
मोस्लिम,1,मोस्लिम,Moslim
मोहन,34,मोहन,Mohan
मोहमद,43,मोहमद,Mohamed
मोहममद,2,मोहममद,Mohammed
मोहमम्द,3,मोहमम्द,Mohammed
मोहम्द,5,मोहम्द,Mohamed
मोहम्मद,158,मोहम्मद,Mohammed
मोहसिन,7,मोहसिन,Mohsin
मोहसीन,10,मोहसीन,Mohsin
मोहामद,1,मोहामद,Mohamad
मोहासीन,1,मोहासीन,Mohasin
मोहिब,4,मोहिब,Mohib
मोहिसीन,1,मोहिसीन,Mohisin
मोहीनुदीन,1,मोहीनुदीन,Mohinudin
मोहीब,3,मोहीब,Mohib
मोहीव,1,मोहीव,Moheev
मोहीवउदीन,1,मोहीवउदीन,Moheevaudeen
मोौची,3,मोौची,Mouchi
मो०,12,मो,Mo
मौकिम,1,मौकिम,Moukim
मौकीम,3,मौकीम,Moukim
मौक्रम,1,मौक्रम,Maukram
मौची,218,मौची,Mouchy
मौचीर,1,मौचीर,Mouchier
मौचो,2,मौचो,Moucho
मौजिद,1,मौजिद,Moujid
मौजी,1,मौजी,Mauji
मौज्ञी,1,मौज्ञी,Maugyi
मौतिन,1,मौतिन,Mautin
मौदी,20,मौदी,Maudi
मौनाजीर,1,मौनाजीर,Maunajir
मौनीर,1,मौनीर,Mounier
मौबारक,1,मौबारक,Maubarak
मौबिन,1,मौबिन,Maubin
मौमिन,1,मौमिन,Maumin
मौया,1,मौया,Moua
मौरी,1,मौरी,Mauri
मौर्य,1,मौर्य,Maurya
मौवारक,2,मौवारक,Mauvarak
मौवारख,1,मौवारख,Mauvarakh
मौविन,1,मौविन,Mauvin
मौवीन,1,मौवीन,Mauvin
मौसाहेब,1,मौसाहेब,Mousaheb
मौहमद,3,मौहमद,Mouhamad
मौोहमद,2,मौोहमद,Mauhomad
म्यिया,4,म्यिया,Myia
म्रांझी,1,म्रांझी,Mranjhi
म्सित्री,1,म्सित्री,Msitri
म्स्त्री,1,म्स्त्री,Mstri
म॑झियान,1,म॑झियान,Mazian
म॑पियान,1,म॑पियान,Mapian
यकीन,6,यकीन,Yakin
यकुफ़,1,यकुफ़,Yakuf
यकुब,1,यकुब,Yakub
यकुव,1,यकुव,Yakuv
यक्ुब,1,यक्ुब,Yakbu
यदब,4,यदब,Yadab
यदय,2,यदय,Yaday
यदव,25,यदव,Yadav
यदाव,44,यदाव,Yadav
यदावू,2,यदावू,Yadavu
यदुवेंदु,1,यदुवेंदु,Yaduvendu
यद्व,1,यद्व,Yadv
यद्वा,4,यद्वा,Yadva
यद्वाव,1,यद्वाव,Yadvav
ययादव,1,ययादव,Yayadav
यहमा,3,यहमा,Yahma
यहया,3,यहया,Yahya
या,1,या,Yaa
याक़ुओब,3,याक़ुओब,Yaquob
याकिम,1,याकिम,Yakim
याकुब,12,याकुब,Yakub
याकुव,4,याकुव,Yakuv
याकूब,4,याकूब,Yakub
याकृब,4,याकृब,Yakrub
याकृव,1,याकृव,Yakriv
याक्रूब,1,याक्रूब,Yacroob
याक्ुऔब,1,याक्ुऔब,Yakuoub
यागव,1,यागव,Yagav
याग्वट,1,याग्वट,Yagvat
याद,5,याद,Yad
यादउव,1,यादउव,Yadauv
यादच,3,यादच,Yadach
यादचव,1,यादचव,Yadchav
यादत,1,यादत,Yadat
यादप,1,यादप,Yadap
यादब,5,यादब,Yadab
यादबेंदु,1,यादबेंदु,Yadabendu
यादव,42857,यादव,Yadava
यादव',1,यादव,Yadava
यादवं,1,यादवं,Yadavam
यादवउ,3,यादवउ,Yadavu
यादवण,2,यादवण,Yadavan
यादवप,1,यादवप,Yadavap
यादवयादव,1,यादवयादव,Yadavyadav
यादवर,1,यादवर,Yadavar
यादवश,1,यादवश,Yadavash
यादवा,1,यादवा,Yadava
यादवि,7,यादवि,Yadavi
यादवु,1,यादवु,Yadavu
यादवृ,3,यादवृ,Yadavri
यादवेन्दु,6,यादवेन्दु,Yadavendu
यादवेन्दू,1,यादवेन्दू,Yadavendu
यादवेन्द्र,1,यादवेन्द्र,Yadavendra
यादव्‌,2,यादव्,Yadav
यायदव,1,यायदव,Yaydav
याव,2,याव,Yav
यावद,2,यावद,Yavad
यावादा,1,यावादा,Yavada
यावाव,2,यावाव,Yavav
याशीन,2,याशीन,Yasheen
यासिन,8,यासिन,Yasin
यासीन,38,यासीन,Yassine
यासीम,1,यासीम,Yasim
याह,2,याह,Yah
याहृव,1,याहृव,Yahriv
यु,1,यु,Yu
युगेश,1,युगेश,Yugesh
युनिस,2,युनिस,Yunis
युनु,1,युनु,Yunu
युनुश,2,युनुश,Yunush
युनुस,32,युनुस,Yunus
युनूस,2,युनूस,Younus
युसुफ,17,युसुफ,Yusuf
युसुफु,1,युसुफु,Yusufu
युसूफ,1,युसूफ,Yusuf
युसूफ़,1,युसूफ़,Yusuf
यूनुस,7,यूनुस,Younus
यूनूस,6,यूनूस,Younus
यूम,1,यूम,Yum
यूमहतो,1,यूमहतो,Yumahato
यूसुफ़,4,यूसुफ़,Yusuf
येहसन,1,येहसन,Yehsan
य्टदाव,1,य्टदाव,Ytadav
य्दव,4,य्दव,Ydav
र,5,र,Ra
रंगरेज,3,रंगरेज,Rangrez
रंगरेजा,6,रंगरेजा,Rangreja
रंजक,3,रंजक,Ranjak
रंजन,151,रंजन,Ranjan
रआजाद,1,रआजाद,Rajad
रइश,1,रइश,Raish
रइस,1,रइस,Rais
रईस,14,रईस,Raees
रउत,6,रउत,Raut
रउफ,34,रउफ,Rauf
रउफ़,1,रउफ़,Ruf
रऊफ,16,रऊफ,Rouf
रकक,1,रकक,Rakak
रकीब,2,रकीब,Raqib
रकीम,2,रकीम,Rakim
रकीव,1,रकीव,Rakiv
रक्ष,1,रक्ष,Raksh
रख,1,रख,Rakh
रचना,1,रचना,Rachana
रज,1,रज,Raja
रजक,1233,रजक,Razak
रजनीष,1,रजनीष,Rajnish
रजबार,3,रजबार,Rajbar
रजवंशी,10,रजवंशी,Rajavanshi
रजवार,324,रजवार,Rajavar
रजवों,1,रजवों,Rajavon
रज़क,1,रज़क,Razaq
रज़क़,18,रज़क़,Razq
रज़ाक,1,रज़ाक,Razaaq
रज़ाक़,11,रज़ाक़,Razzaq
रज़ाक़र,4,रज़ाक़र,Razaqar
रज़ाक्र,1,रज़ाक्र,Razakr
रजा,21,रजा,Raja
रजाक,105,रजाक,Razaaq
रजात,1,रजात,Rajat
रजी,2,रजी,Razi
रजौली,1,रजौली,Rajauli
रज्जाक,20,रज्जाक,Razzak
रज्जाद,1,रज्जाद,Rajjad
रणविजय,1,रणविजय,Ranvijay
रतन,1,रतन,Rattan
रतनेश,5,रतनेश,Ratnesh
रत्तनेश,1,रत्तनेश,Rattanesh
रत्न,1,रत्न,Ratna
रत्नेश,3,रत्नेश,Ratnesh
रन,1,रन,Run
रना,3,रना,Rana
रनिं,1,रनिं,Ranin
रपन,1,रपन,Rapan
रपव,1,रपव,Rapav
रफ,1,रफ,Ruff
रफ़ी,1,रफ़ी,Rafi
रफ़ीक,4,रफ़ीक,Rafiq
रफ़ीफ़,1,रफ़ीफ़,Rafif
रफिक,3,रफिक,Rafik
रफिद,1,रफिद,Rafid
रफी,2,रफी,Rafi
रफीक,75,रफीक,Rafique
रफीज,1,रफीज,Rafiz
रफीव,1,रफीव,Rafiv
रफू,2,रफू,Rafu
रब,8,रब,Rub
रबानी,11,रबानी,Rabani
रबिदास,30,रबिदास,Rabidas
रबिदासं,1,रबिदासं,Rabidasam
रबी,1,रबी,Rabi
रब्दास,1,रब्दास,Rabdas
रब्बनी,1,रब्बनी,Rabbani
रब्बानी,20,रब्बानी,Rabbani
रब्बाबू,1,रब्बाबू,Rabbabu
रब्रान,1,रब्रान,Rabran
रम,11,रम,Rum
रमज़ान,1,रमज़ान,Ramzan
रमजान,9,रमजान,Ramzan
रमजानी,1,रमजानी,Ramjani
रमजु,1,रमजु,Ramazu
रमण,2,रमण,Ramana
रमणी,4,रमणी,Ramani
रमन,3,रमन,Raman
रमनु,1,रमनु,Ramanu
रमा,12,रमा,Rama
रमानी,19,रमानी,Ramani
रमिन,2,रमिन,Ramin
रय,1,रय,Raya
रराजवंशी,1,रराजवंशी,Rarajavanshee
रव,1,रव,Rava
रवदास,1,रवदास,Ravdas
रवात,1,रवात,Ravat
रवानी,30,रवानी,Ravani
रवि,28,रवि,Ravi
रविदवसु,1,रविदवसु,Ravidavasu
रविदस,17,रविदस,Ravidas
रविदा,3,रविदा,Ravida
रविदाव्स,1,रविदाव्स,Ravidavs
रविदाश,27,रविदाश,Ravidash
रविदास,5251,रविदास,Ravidas
रविदासस,1,रविदासस,Ravidasas
रविदासि,1,रविदासि,Ravidasi
रविशाफ्र,1,रविशाफ्र,Ravishafr
रवीदाश,4,रवीदाश,Ravidash
रवीदास,13,रवीदास,Ravidas
रव्बानी,1,रव्बानी,Ravbani
रव्वानी,1,रव्वानी,Ravvani
रशिद,1,रशिद,Rashid
रशीद,70,रशीद,Rasheed
रशुल,13,रशुल,Rushul
रस,1,रस,Rasa
रसिद,1,रसिद,Rasid
रसीद,103,रसीद,Rasid
